date,value
2024-01-01,127
2024-01-01,382
2024-01-01,901
2024-01-01,452
2024-01-01,211
2024-01-01,699
2024-01-01,451
2024-01-01,699
2024-01-01,494
2024-01-01,671
2024-01-01,841
2024-01-01,1
2024-01-01,338
2024-01-01,556
2024-01-01,962
2024-01-01,443
2024-01-01,244
2024-01-01,954
2024-01-01,664
2024-01-01,188
2024-01-01,739
2024-01-01,978
2024-01-01,878
2024-01-01,453
2024-01-01,446
2024-01-01,771
2024-01-01,635
2024-01-01,841
2024-01-01,678
2024-01-01,199
2024-01-01,658
2024-01-01,920
2024-01-01,858
2024-01-01,505
2024-01-01,4
2024-01-01,694
2024-01-01,524
2024-01-01,621
2024-01-01,552
2024-01-01,911
2024-01-01,46
2024-01-01,485
2024-01-01,303
2024-01-01,887
2024-01-01,76
2024-01-01,296
2024-01-01,298
2024-01-01,175
2024-01-01,456
2024-01-01,193
2024-01-01,331
2024-01-01,116
2024-01-01,594
2024-01-01,3
2024-01-01,385
2024-01-01,148
2024-01-01,986
2024-01-01,611
2024-01-01,156
2024-01-01,920
2024-01-01,128
2024-01-01,11
2024-01-01,371
2024-01-01,28
2024-01-01,14
2024-01-01,410
2024-01-01,770
2024-01-01,21
2024-01-01,933
2024-01-01,599
2024-01-01,440
2024-01-01,140
2024-01-01,822
2024-01-01,29
2024-01-01,271
2024-01-01,482
2024-01-01,382
2024-01-01,444
2024-01-01,98
2024-01-01,616
2024-01-01,54
2024-01-01,269
2024-01-01,483
2024-01-01,809
2024-01-01,529
2024-01-01,386
2024-01-01,737
2024-01-01,323
2024-01-01,701
2024-01-01,959
2024-01-01,129
2024-01-01,109
2024-01-01,122
2024-01-01,814
2024-01-01,541
2024-01-01,497
2024-01-01,515
2024-01-01,304
2024-01-01,59
2024-01-01,280
2024-01-01,469
2024-01-01,309
2024-01-01,916
2024-01-01,534
2024-01-01,174
2024-01-01,688
2024-01-01,148
2024-01-01,220
2024-01-01,337
2024-01-01,507
2024-01-01,935
2024-01-01,760
2024-01-01,773
2024-01-01,53
2024-01-01,366
2024-01-01,247
2024-01-01,744
2024-01-01,255
2024-01-01,49
2024-01-01,560
2024-01-01,606
2024-01-01,27
2024-01-01,502
2024-01-01,17
2024-01-01,232
2024-01-01,825
2024-01-01,75
2024-01-01,293
2024-01-01,74
2024-01-01,245
2024-01-01,548
2024-01-01,366
2024-01-01,976
2024-01-01,252
2024-01-01,788
2024-01-01,544
2024-01-01,389
2024-01-01,980
2024-01-01,796
2024-01-01,704
2024-01-01,249
2024-01-01,600
2024-01-01,938
2024-01-01,958
2024-01-01,531
2024-01-01,868
2024-01-01,79
2024-01-01,820
2024-01-01,875
2024-01-01,424
2024-01-01,736
2024-01-01,421
2024-01-01,75
2024-01-01,97
2024-01-01,605
2024-01-01,330
2024-01-01,387
2024-01-01,636
2024-01-01,414
2024-01-01,133
2024-01-01,947
2024-01-01,260
2024-01-01,930
2024-01-01,865
2024-01-01,627
2024-01-01,212
2024-01-01,779
2024-01-01,617
2024-01-01,323
2024-01-01,875
2024-01-01,762
2024-01-01,626
2024-01-01,862
2024-01-01,369
2024-01-01,98
2024-01-01,68
2024-01-01,57
2024-01-01,999
2024-01-01,518
2024-01-01,788
2024-01-01,645
2024-01-01,95
2024-01-01,601
2024-01-01,596
2024-01-01,426
2024-01-01,121
2024-01-01,399
2024-01-01,844
2024-01-01,771
2024-01-01,105
2024-01-01,547
2024-01-01,597
2024-01-01,145
2024-01-01,852
2024-01-01,397
2024-01-01,109
2024-01-01,864
2024-01-01,433
2024-01-01,623
2024-01-01,459
2024-01-01,836
2024-01-01,697
2024-01-01,115
2024-01-01,415
2024-01-01,699
2024-01-01,595
2024-01-01,832
2024-01-01,740
2024-01-01,508
2024-01-01,213
2024-01-01,967
2024-01-01,581
2024-01-01,612
2024-01-01,970
2024-01-01,957
2024-01-01,685
2024-01-01,362
2024-01-01,154
2024-01-01,295
2024-01-01,234
2024-01-01,432
2024-01-01,500
2024-01-01,29
2024-01-01,93
2024-01-01,577
2024-01-01,214
2024-01-01,846
2024-01-01,498
2024-01-01,227
2024-01-01,158
2024-01-01,381
2024-01-01,619
2024-01-01,427
2024-01-01,814
2024-01-01,982
2024-01-01,876
2024-01-01,150
2024-01-01,245
2024-01-01,377
2024-01-01,993
2024-01-01,625
2024-01-01,461
2024-01-01,957
2024-01-01,851
2024-01-01,664
2024-01-01,658
2024-01-01,236
2024-01-01,933
2024-01-01,466
2024-01-01,491
2024-01-01,893
2024-01-01,382
2024-01-01,853
2024-01-01,278
2024-01-01,651
2024-01-01,199
2024-01-01,779
2024-01-01,38
2024-01-01,866
2024-01-01,663
2024-01-01,72
2024-01-01,374
2024-01-01,500
2024-01-01,267
2024-01-01,24
2024-01-01,925
2024-01-01,754
2024-01-01,690
2024-01-01,210
2024-01-01,784
2024-01-01,751
2024-01-01,921
2024-01-01,546
2024-01-01,725
2024-01-01,0
2024-01-01,882
2024-01-01,683
2024-01-01,667
2024-01-01,502
2024-01-01,939
2024-01-01,941
2024-01-01,605
2024-01-01,532
2024-01-01,952
2024-01-01,932
2024-01-01,381
2024-01-01,811
2024-01-01,270
2024-01-01,769
2024-01-01,298
2024-01-01,815
2024-01-01,318
2024-01-01,818
2024-01-01,395
2024-01-01,830
2024-01-01,397
2024-01-01,521
2024-01-01,901
2024-01-01,78
2024-01-01,188
2024-01-01,528
2024-01-01,764
2024-01-01,58
2024-01-01,15
2024-01-01,521
2024-01-01,161
2024-01-01,314
2024-01-01,935
2024-01-01,709
2024-01-01,495
2024-01-01,851
2024-01-01,534
2024-01-01,495
2024-01-01,306
2024-01-01,835
2024-01-01,881
2024-01-01,709
2024-01-01,624
2024-01-01,139
2024-01-01,309
2024-01-01,177
2024-01-01,241
2024-01-01,484
2024-01-01,980
2024-01-01,234
2024-01-01,414
2024-01-01,448
2024-01-01,153
2024-01-01,680
2024-01-01,837
2024-01-01,825
2024-01-01,794
2024-01-01,698
2024-01-01,432
2024-01-01,810
2024-01-01,741
2024-01-01,892
2024-01-01,395
2024-01-01,933
2024-01-01,315
2024-01-01,782
2024-01-01,136
2024-01-01,664
2024-01-01,257
2024-01-01,963
2024-01-01,825
2024-01-01,962
2024-01-01,156
2024-01-01,223
2024-01-01,973
2024-01-01,627
2024-01-01,390
2024-01-01,49
2024-01-01,406
2024-01-01,497
2024-01-01,565
2024-01-01,52
2024-01-01,895
2024-01-01,233
2024-01-01,521
2024-01-01,354
2024-01-01,327
2024-01-01,307
2024-01-01,455
2024-01-01,828
2024-01-01,860
2024-01-01,495
2024-01-01,207
2024-01-01,682
2024-01-01,154
2024-01-01,227
2024-01-01,295
2024-01-01,269
2024-01-01,753
2024-01-01,685
2024-01-01,920
2024-01-01,458
2024-01-01,489
2024-01-01,417
2024-01-01,682
2024-01-01,825
2024-01-01,925
2024-01-01,84
2024-01-01,550
2024-01-01,805
2024-01-01,607
2024-01-01,74
2024-01-01,202
2024-01-01,774
2024-01-01,191
2024-01-01,48
2024-01-01,762
2024-01-01,848
2024-01-01,137
2024-01-01,492
2024-01-01,533
2024-01-01,674
2024-01-01,154
2024-01-01,795
2024-01-01,766
2024-01-01,348
2024-01-01,497
2024-01-01,381
2024-01-01,812
2024-01-01,296
2024-01-01,770
2024-01-01,692
2024-01-01,777
2024-01-01,247
2024-01-01,622
2024-01-01,855
2024-01-01,619
2024-01-01,175
2024-01-01,526
2024-01-01,143
2024-01-01,477
2024-01-01,314
2024-01-01,948
2024-01-01,347
2024-01-01,839
2024-01-01,770
2024-01-01,368
2024-01-01,72
2024-01-01,111
2024-01-01,698
2024-01-01,839
2024-01-01,837
2024-01-01,58
2024-01-01,369
2024-01-01,539
2024-01-01,179
2024-01-01,559
2024-01-01,800
2024-01-01,853
2024-01-01,251
2024-01-01,85
2024-01-01,748
2024-01-01,700
2024-01-01,432
2024-01-01,332
2024-01-01,97
2024-01-01,263
2024-01-01,621
2024-01-01,113
2024-01-01,159
2024-01-01,786
2024-01-01,959
2024-01-01,813
2024-01-01,525
2024-01-01,498
2024-01-01,187
2024-01-01,634
2024-01-01,371
2024-01-01,417
2024-01-01,477
2024-01-01,461
2024-01-01,398
2024-01-01,543
2024-01-01,384
2024-01-01,477
2024-01-01,98
2024-01-01,977
2024-01-01,664
2024-01-01,63
2024-01-01,989
2024-01-01,700
2024-01-01,182
2024-01-01,906
2024-01-01,330
2024-01-01,20
2024-01-01,929
2024-01-01,828
2024-01-01,577
2024-01-01,932
2024-01-01,778
2024-01-01,730
2024-01-01,909
2024-01-01,633
2024-01-01,153
2024-01-01,233
2024-01-01,791
2024-01-01,422
2024-01-01,795
2024-01-01,589
2024-01-01,244
2024-01-01,139
2024-01-01,998
2024-01-01,806
2024-01-01,840
2024-01-01,567
2024-01-01,838
2024-01-01,890
2024-01-01,863
2024-01-01,148
2024-01-01,932
2024-01-01,89
2024-01-01,860
2024-01-01,58
2024-01-01,585
2024-01-01,850
2024-01-01,764
2024-01-01,389
2024-01-01,918
2024-01-01,178
2024-01-01,657
2024-01-01,912
2024-01-01,240
2024-01-01,297
2024-01-01,674
2024-01-01,256
2024-01-01,960
2024-01-01,152
2024-01-01,922
2024-01-01,986
2024-01-01,419
2024-01-01,500
2024-01-01,350
2024-01-01,744
2024-01-01,121
2024-01-01,74
2024-01-01,57
2024-01-01,712
2024-01-01,204
2024-01-01,843
2024-01-01,384
2024-01-01,467
2024-01-01,572
2024-01-01,380
2024-01-01,645
2024-01-01,261
2024-01-01,848
2024-01-01,700
2024-01-01,306
2024-01-01,103
2024-01-01,809
2024-01-01,894
2024-01-01,571
2024-01-01,349
2024-01-01,962
2024-01-01,598
2024-01-01,369
2024-01-01,666
2024-01-01,171
2024-01-01,484
2024-01-01,910
2024-01-01,764
2024-01-01,981
2024-01-01,376
2024-01-01,166
2024-01-01,90
2024-01-01,54
2024-01-01,930
2024-01-01,993
2024-01-01,170
2024-01-01,57
2024-01-01,577
2024-01-01,28
2024-01-01,623
2024-01-01,719
2024-01-01,184
2024-01-01,165
2024-01-01,708
2024-01-01,381
2024-01-01,740
2024-01-01,755
2024-01-01,41
2024-01-01,823
2024-01-01,630
2024-01-01,823
2024-01-01,524
2024-01-01,25
2024-01-01,871
2024-01-01,757
2024-01-01,330
2024-01-01,37
2024-01-01,746
2024-01-01,134
2024-01-01,136
2024-01-01,954
2024-01-01,850
2024-01-01,184
2024-01-01,9
2024-01-01,10
2024-01-01,706
2024-01-01,378
2024-01-01,130
2024-01-01,345
2024-01-01,78
2024-01-01,40
2024-01-01,918
2024-01-01,547
2024-01-01,976
2024-01-01,876
2024-01-01,679
2024-01-01,844
2024-01-01,65
2024-01-01,834
2024-01-01,956
2024-01-01,373
2024-01-01,222
2024-01-01,288
2024-01-01,861
2024-01-01,775
2024-01-01,22
2024-01-01,620
2024-01-01,376
2024-01-01,64
2024-01-01,368
2024-01-01,130
2024-01-01,357
2024-01-01,459
2024-01-01,990
2024-01-01,181
2024-01-01,477
2024-01-01,499
2024-01-01,313
2024-01-01,144
2024-01-01,161
2024-01-01,618
2024-01-01,631
2024-01-01,893
2024-01-01,681
2024-01-01,63
2024-01-01,213
2024-01-01,114
2024-01-01,447
2024-01-01,472
2024-01-01,391
2024-01-01,542
2024-01-01,688
2024-01-01,137
2024-01-01,258
2024-01-01,562
2024-01-01,277
2024-01-01,986
2024-01-01,776
2024-01-01,547
2024-01-01,896
2024-01-01,46
2024-01-01,583
2024-01-01,167
2024-01-01,434
2024-01-01,712
2024-01-01,404
2024-01-01,170
2024-01-01,542
2024-01-01,566
2024-01-01,202
2024-01-01,502
2024-01-01,341
2024-01-01,730
2024-01-01,92
2024-01-01,189
2024-01-01,523
2024-01-01,775
2024-01-01,664
2024-01-01,930
2024-01-01,200
2024-01-01,550
2024-01-01,498
2024-01-01,255
2024-01-01,487
2024-01-01,580
2024-01-01,426
2024-01-01,589
2024-01-01,641
2024-01-01,411
2024-01-01,383
2024-01-01,15
2024-01-01,214
2024-01-01,761
2024-01-01,884
2024-01-01,531
2024-01-01,495
2024-01-01,20
2024-01-01,107
2024-01-01,225
2024-01-01,957
2024-01-01,309
2024-01-01,713
2024-01-01,255
2024-01-01,791
2024-01-01,166
2024-01-01,472
2024-01-01,253
2024-01-01,599
2024-01-01,25
2024-01-01,855
2024-01-01,36
2024-01-01,558
2024-01-01,426
2024-01-01,209
2024-01-01,341
2024-01-01,715
2024-01-01,38
2024-01-01,219
2024-01-01,465
2024-01-01,971
2024-01-01,825
2024-01-01,576
2024-01-01,39
2024-01-01,894
2024-01-01,631
2024-01-01,641
2024-01-01,873
2024-01-01,972
2024-01-01,651
2024-01-01,110
2024-01-01,244
2024-01-01,192
2024-01-01,29
2024-01-01,544
2024-01-01,258
2024-01-01,784
2024-01-01,676
2024-01-01,969
2024-01-01,613
2024-01-01,8
2024-01-01,943
2024-01-01,585
2024-01-01,500
2024-01-01,66
2024-01-01,106
2024-01-01,688
2024-01-01,644
2024-01-01,792
2024-01-01,728
2024-01-01,745
2024-01-01,981
2024-01-01,374
2024-01-01,566
2024-01-01,293
2024-01-01,137
2024-01-01,917
2024-01-01,682
2024-01-01,390
2024-01-01,533
2024-01-01,425
2024-01-01,49
2024-01-01,896
2024-01-01,598
2024-01-01,535
2024-01-01,367
2024-01-01,744
2024-01-01,108
2024-01-01,982
2024-01-01,466
2024-01-01,536
2024-01-01,60
2024-01-01,55
2024-01-01,703
2024-01-01,625
2024-01-01,640
2024-01-01,295
2024-01-01,743
2024-01-01,242
2024-01-01,901
2024-01-01,287
2024-01-01,292
2024-01-01,441
2024-01-01,729
2024-01-01,255
2024-01-01,641
2024-01-01,343
2024-01-01,613
2024-01-01,320
2024-01-01,533
2024-01-01,644
2024-01-01,367
2024-01-01,258
2024-01-01,6
2024-01-01,426
2024-01-01,766
2024-01-01,580
2024-01-01,300
2024-01-01,435
2024-01-01,793
2024-01-01,842
2024-01-01,452
2024-01-01,664
2024-01-01,759
2024-01-01,250
2024-01-01,148
2024-01-01,80
2024-01-01,497
2024-01-01,90
2024-01-01,669
2024-01-01,850
2024-01-01,626
2024-01-01,632
2024-01-01,727
2024-01-01,643
2024-01-01,758
2024-01-01,391
2024-01-01,451
2024-01-01,632
2024-01-01,633
2024-01-01,415
2024-01-01,527
2024-01-01,78
2024-01-01,54
2024-01-01,712
2024-01-01,300
2024-01-01,62
2024-01-01,963
2024-01-01,695
2024-01-01,99
2024-01-01,211
2024-01-01,321
2024-01-01,92
2024-01-01,547
2024-01-01,615
2024-01-01,232
2024-01-01,377
2024-01-01,277
2024-01-01,835
2024-01-01,321
2024-01-01,512
2024-01-01,171
2024-01-01,572
2024-01-01,436
2024-01-01,956
2024-01-01,813
2024-01-01,703
2024-01-01,888
2024-01-01,27
2024-01-01,231
2024-01-01,761
2024-01-01,627
2024-01-01,335
2024-01-01,776
2024-01-01,404
2024-01-01,176
2024-01-01,337
2024-01-01,33
2024-01-01,558
2024-01-01,954
2024-01-01,772
2024-01-01,147
2024-01-01,874
2024-01-01,794
2024-01-01,210
2024-01-01,448
2024-01-01,780
2024-01-01,98
2024-01-01,462
2024-01-01,660
2024-01-01,433
2024-01-01,808
2024-01-01,546
2024-01-01,444
2024-01-01,291
2024-01-01,116
2024-01-01,407
2024-01-01,489
2024-01-01,210
2024-01-01,144
2024-01-01,16
2024-01-01,278
2024-01-01,434
2024-01-01,63
2024-01-01,912
2024-01-01,262
2024-01-01,849
2024-01-01,313
2024-01-01,452
2024-01-01,604
2024-01-01,625
2024-01-01,460
2024-01-01,26
2024-01-01,495
2024-01-01,203
2024-01-01,410
2024-01-01,913
2024-01-01,164
2024-01-01,123
2024-01-01,531
2024-01-01,359
2024-01-01,514
2024-01-01,537
2024-01-01,983
2024-01-01,763
2024-01-01,819
2024-01-01,102
2024-01-01,898
2024-01-01,717
2024-01-01,435
2024-01-01,728
2024-01-01,709
2024-01-01,743
2024-01-01,318
2024-01-01,389
2024-01-01,548
2024-01-01,790
2024-01-01,306
2024-01-01,731
2024-01-01,644
2024-01-01,739
2024-01-01,617
2024-01-01,865
2024-01-01,139
2024-01-01,973
2024-01-01,670
2024-01-01,899
2024-01-01,46
2024-01-01,375
2024-01-01,500
2024-01-01,480
2024-01-01,556
2024-01-01,744
2024-01-01,700
2024-01-01,591
2024-01-01,49
2024-01-01,804
2024-01-01,582
2024-01-01,688
2024-01-01,138
2024-01-01,144
2024-01-01,653
2024-01-01,112
2024-01-01,900
2024-01-01,799
2024-01-01,281
2024-01-01,597
2024-01-01,441
2024-01-01,954
2024-01-01,8
2024-01-01,485
2024-01-01,901
2024-01-01,140
2024-01-01,453
2024-01-01,135
2024-01-01,318
2024-01-01,671
2024-01-01,456
2024-01-01,494
2024-01-01,977
2024-01-01,974
2024-01-01,771
2024-01-01,200
2024-01-01,666
2024-01-01,2
2024-01-01,736
2024-01-01,7
2024-01-01,210
2024-01-01,613
2024-01-01,391
2024-01-01,419
2024-01-01,239
2024-01-01,228
2024-01-01,879
2024-01-01,94
2024-01-01,147
2024-01-01,161
2024-01-01,624
2024-01-01,497
2024-01-01,678
2024-01-01,187
2024-01-01,183
2024-01-01,503
2024-01-01,78
2024-01-01,979
2024-01-01,40
2024-01-01,275
2024-01-01,426
2024-01-01,940
2024-01-01,732
2024-01-01,730
2024-01-01,173
2024-01-01,890
2024-01-01,113
2024-01-01,157
2024-01-01,490
2024-01-01,574
2024-01-01,281
2024-01-01,666
2024-01-01,638
2024-01-01,349
2024-01-01,128
2024-01-01,475
2024-01-01,686
2024-01-01,435
2024-01-01,685
2024-01-01,650
2024-01-01,786
2024-01-01,935
2024-01-01,638
2024-01-01,121
2024-01-01,734
2024-01-01,657
2024-01-01,623
2024-01-01,251
2024-01-01,765
2024-01-01,141
2024-01-01,554
2024-01-01,829
2024-01-01,771
2024-01-01,442
2024-01-01,786
2024-01-01,722
2024-01-01,428
2024-01-01,60
2024-01-01,293
2024-01-01,772
2024-01-01,954
2024-01-01,707
2024-01-01,526
2024-01-01,752
2024-01-01,10
2024-01-01,906
2024-01-01,332
2024-01-01,157
2024-01-01,784
2024-01-01,643
2024-01-01,219
2024-01-01,820
2024-01-01,9
2024-01-01,174
2024-01-01,501
2024-01-01,255
2024-01-01,563
2024-01-01,583
2024-01-01,753
2024-01-01,893
2024-01-01,152
2024-01-01,38
2024-01-01,315
2024-01-01,613
2024-01-01,654
2024-01-01,471
2024-01-01,907
2024-01-01,592
2024-01-01,251
2024-01-01,236
2024-01-01,364
2024-01-01,543
2024-01-01,929
2024-01-01,982
2024-01-01,897
2024-01-01,237
2024-01-01,370
2024-01-01,985
2024-01-01,331
2024-01-01,124
2024-01-01,971
2024-01-01,594
2024-01-01,631
2024-01-01,639
2024-01-01,92
2024-01-01,550
2024-01-01,22
2024-01-01,278
2024-01-01,628
2024-01-01,911
2024-01-01,227
2024-01-01,750
2024-01-01,823
2024-01-01,195
2024-01-01,343
2024-01-01,256
2024-01-01,471
2024-01-01,940
2024-01-01,875
2024-01-01,128
2024-01-01,976
2024-01-01,890
2024-01-01,170
2024-01-01,516
2024-01-01,416
2024-01-01,534
2024-01-01,586
2024-01-01,276
2024-01-01,426
2024-01-01,880
2024-01-01,322
2024-01-01,103
2024-01-01,953
2024-01-01,827
2024-01-01,17
2024-01-01,13
2024-01-01,755
2024-01-01,255
2024-01-01,356
2024-01-01,594
2024-01-01,989
2024-01-01,325
2024-01-01,3
2024-01-01,555
2024-01-01,31
2024-01-01,293
2024-01-01,391
2024-01-01,444
2024-01-01,365
2024-01-01,810
2024-01-01,429
2024-01-01,439
2024-01-01,211
2024-01-01,459
2024-01-01,332
2024-01-01,247
2024-01-01,540
2024-01-01,632
2024-01-01,51
2024-01-01,663
2024-01-01,747
2024-01-01,807
2024-01-01,181
2024-01-01,287
2024-01-01,502
2024-01-01,817
2024-01-01,867
2024-01-01,464
2024-01-01,969
2024-01-01,642
2024-01-01,813
2024-01-01,687
2024-01-01,795
2024-01-01,232
2024-01-01,376
2024-01-01,965
2024-01-01,807
2024-01-01,864
2024-01-01,211
2024-01-01,408
2024-01-01,621
2024-01-01,950
2024-01-01,341
2024-01-01,561
2024-01-01,643
2024-01-01,871
2024-01-01,164
2024-01-01,554
2024-01-01,492
2024-01-01,734
2024-01-01,34
2024-01-01,506
2024-01-01,974
2024-01-01,48
2024-01-01,436
2024-01-01,702
2024-01-01,998
2024-01-01,680
2024-01-01,424
2024-01-01,789
2024-01-01,850
2024-01-01,931
2024-01-01,475
2024-01-01,919
2024-01-01,912
2024-01-01,707
2024-01-01,859
2024-01-01,241
2024-01-01,992
2024-01-01,316
2024-01-01,513
2024-01-01,388
2024-01-01,360
2024-01-01,341
2024-01-01,695
2024-01-01,352
2024-01-01,506
2024-01-01,104
2024-01-01,37
2024-01-01,957
2024-01-01,596
2024-01-01,987
2024-01-01,435
2024-01-01,810
2024-01-01,409
2024-01-01,547
2024-01-01,394
2024-01-01,219
2024-01-01,677
2024-01-01,193
2024-01-01,412
2024-01-01,865
2024-01-01,6
2024-01-01,599
2024-01-01,397
2024-01-01,971
2024-01-01,889
2024-01-01,438
2024-01-01,881
2024-01-01,826
2024-01-01,893
2024-01-01,810
2024-01-01,644
2024-01-01,666
2024-01-01,374
2024-01-01,826
2024-01-01,766
2024-01-01,635
2024-01-01,465
2024-01-01,570
2024-01-01,262
2024-01-01,850
2024-01-01,776
2024-01-01,571
2024-01-01,421
2024-01-01,359
2024-01-01,972
2024-01-01,785
2024-01-01,761
2024-01-01,145
2024-01-01,855
2024-01-01,830
2024-01-01,949
2024-01-01,646
2024-01-01,11
2024-01-01,337
2024-01-01,368
2024-01-01,973
2024-01-01,852
2024-01-01,514
2024-01-01,689
2024-01-01,176
2024-01-01,890
2024-01-01,204
2024-01-01,683
2024-01-01,681
2024-01-01,359
2024-01-01,314
2024-01-01,546
2024-01-01,913
2024-01-01,156
2024-01-01,423
2024-01-01,605
2024-01-01,6
2024-01-01,612
2024-01-01,766
2024-01-01,208
2024-01-01,135
2024-01-01,993
2024-01-01,699
2024-01-01,202
2024-01-01,656
2024-01-01,290
2024-01-01,952
2024-01-01,58
2024-01-01,424
2024-01-01,278
2024-01-01,738
2024-01-01,369
2024-01-01,819
2024-01-01,107
2024-01-01,774
2024-01-01,641
2024-01-01,824
2024-01-01,400
2024-01-01,780
2024-01-01,880
2024-01-01,618
2024-01-01,78
2024-01-01,731
2024-01-01,422
2024-01-01,734
2024-01-01,719
2024-01-01,188
2024-01-01,835
2024-01-01,282
2024-01-01,90
2024-01-01,93
2024-01-01,991
2024-01-01,145
2024-01-01,70
2024-01-01,901
2024-01-01,210
2024-01-01,80
2024-01-01,185
2024-01-01,360
2024-01-01,894
2024-01-01,608
2024-01-01,74
2024-01-01,878
2024-01-01,187
2024-01-01,314
2024-01-01,958
2024-01-01,682
2024-01-01,210
2024-01-01,699
2024-01-01,313
2024-01-01,57
2024-01-01,332
2024-01-01,230
2024-01-01,477
2024-01-01,859
2024-01-01,481
2024-01-01,974
2024-01-01,690
2024-01-01,599
2024-01-01,355
2024-01-01,461
2024-01-01,714
2024-01-01,287
2024-01-01,927
2024-01-01,167
2024-01-01,229
2024-01-01,431
2024-01-01,338
2024-01-01,858
2024-01-01,380
2024-01-01,219
2024-01-01,650
2024-01-01,16
2024-01-01,687
2024-01-01,773
2024-01-01,650
2024-01-01,573
2024-01-01,439
2024-01-01,837
2024-01-01,262
2024-01-01,896
2024-01-01,81
2024-01-01,200
2024-01-01,989
2024-01-01,199
2024-01-01,462
2024-01-01,97
2024-01-01,965
2024-01-01,773
2024-01-01,211
2024-01-01,383
2024-01-01,465
2024-01-01,602
2024-01-01,548
2024-01-01,3
2024-01-01,612
2024-01-01,304
2024-01-01,657
2024-01-01,946
2024-01-01,944
2024-01-01,315
2024-01-01,845
2024-01-01,286
2024-01-01,798
2024-01-01,770
2024-01-01,696
2024-01-01,137
2024-01-01,95
2024-01-01,478
2024-01-01,46
2024-01-01,719
2024-01-01,518
2024-01-01,585
2024-01-01,808
2024-01-01,807
2024-01-01,652
2024-01-01,558
2024-01-01,477
2024-01-01,949
2024-01-01,223
2024-01-01,646
2024-01-01,116
2024-01-01,599
2024-01-01,327
2024-01-01,675
2024-01-01,442
2024-01-01,510
2024-01-01,246
2024-01-01,636
2024-01-01,53
2024-01-01,910
2024-01-01,695
2024-01-01,334
2024-01-01,783
2024-01-01,591
2024-01-01,603
2024-01-01,332
2024-01-01,255
2024-01-01,443
2024-01-01,719
2024-01-01,795
2024-01-01,31
2024-01-01,626
2024-01-01,991
2024-01-01,567
2024-01-01,327
2024-01-01,908
2024-01-01,94
2024-01-01,570
2024-01-01,614
2024-01-01,90
2024-01-01,174
2024-01-01,348
2024-01-01,759
2024-01-01,551
2024-01-01,88
2024-01-01,287
2024-01-01,679
2024-01-01,817
2024-01-01,201
2024-01-01,94
2024-01-01,190
2024-01-01,914
2024-01-01,649
2024-01-01,98
2024-01-01,346
2024-01-01,804
2024-01-01,18
2024-01-01,650
2024-01-01,777
2024-01-01,860
2024-01-01,340
2024-01-01,507
2024-01-01,863
2024-01-01,375
2024-01-01,876
2024-01-01,209
2024-01-01,985
2024-01-01,791
2024-01-01,312
2024-01-01,320
2024-01-01,179
2024-01-01,306
2024-01-01,389
2024-01-01,654
2024-01-01,967
2024-01-01,976
2024-01-01,708
2024-01-01,37
2024-01-01,109
2024-01-01,117
2024-01-01,815
2024-01-01,0
2024-01-01,665
2024-01-01,591
2024-01-01,397
2024-01-01,965
2024-01-01,284
2024-01-01,299
2024-01-01,933
2024-01-01,684
2024-01-01,273
2024-01-01,392
2024-01-01,516
2024-01-01,616
2024-01-01,825
2024-01-01,693
2024-01-01,918
2024-01-01,516
2024-01-01,411
2024-01-01,241
2024-01-01,803
2024-01-01,514
2024-01-01,842
2024-01-01,892
2024-01-01,267
2024-01-01,602
2024-01-01,589
2024-01-01,144
2024-01-01,896
2024-01-01,855
2024-01-01,660
2024-01-01,815
2024-01-01,127
2024-01-01,140
2024-01-01,485
2024-01-01,999
2024-01-01,168
2024-01-01,559
2024-01-01,660
2024-01-01,308
2024-01-01,110
2024-01-01,946
2024-01-01,696
2024-01-01,801
2024-01-01,192
2024-01-01,345
2024-01-01,427
2024-01-01,850
2024-01-01,223
2024-01-01,121
2024-01-01,809
2024-01-01,117
2024-01-01,55
2024-01-01,867
2024-01-01,502
2024-01-01,986
2024-01-01,931
2024-01-01,766
2024-01-01,157
2024-01-01,242
2024-01-01,228
2024-01-01,150
2024-01-01,647
2024-01-01,307
2024-01-01,748
2024-01-01,416
2024-01-01,43
2024-01-01,580
2024-01-01,833
2024-01-01,670
2024-01-01,212
2024-01-01,547
2024-01-01,513
2024-01-01,404
2024-01-01,898
2024-01-01,490
2024-01-01,856
2024-01-01,841
2024-01-01,40
2024-01-01,506
2024-01-01,780
2024-01-01,954
2024-01-01,885
2024-01-01,872
2024-01-01,637
2024-01-01,561
2024-01-01,740
2024-01-01,728
2024-01-01,438
2024-01-01,281
2024-01-01,222
2024-01-01,232
2024-01-01,423
2024-01-01,489
2024-01-01,498
2024-01-01,61
2024-01-01,371
2024-01-01,87
2024-01-01,258
2024-01-01,123
2024-01-01,351
2024-01-01,320
2024-01-01,308
2024-01-01,463
2024-01-01,554
2024-01-01,530
2024-01-01,957
2024-01-01,663
2024-01-01,249
2024-01-01,412
2024-01-01,960
2024-01-01,5
2024-01-01,366
2024-01-01,117
2024-01-01,258
2024-01-01,604
2024-01-01,522
2024-01-01,742
2024-01-01,493
2024-01-01,298
2024-01-01,106
2024-01-01,724
2024-01-01,180
2024-01-01,555
2024-01-01,714
2024-01-01,750
2024-01-01,560
2024-01-01,284
2024-01-01,961
2024-01-01,340
2024-01-01,793
2024-01-01,823
2024-01-01,119
